Name,Court,Position,Biodata,DOB,City_Village_Birth,District_Birth,State_Birth,Start_Date_Appointment,End_Date_Appointment,Reason_Leaving_Appointment,Sex_Source,Sex,ID,Source_of_Recruitment,Enrollment_Year,LLB_Institutition,Other_Bachelors_Institution,Other_Bachelors_Degree,Other_Masters_Degree,Other_Masters_Institution,LLM_Institutition,PhD_Instituition,PhD_Subject,Processed_Name_For_Merges,Image,Duplicated_Jud
Anoop Kumar Dhand,Rajasthan High Court,Judge,"Hon'ble Mr. Justice Anoop Kumar Dhand Date Of Birth : 17.03.1973 Educational Qualification : B.A., LL.B., PGDCCA Date of Enrolment : 14.01.1995 Date of Elevation : 18.10.2021 Areas of Practice : Primarily Criminal, Service &amp; Misc. Laws Enrolled with the Bar Council on 14.01.1995 and practised for 26 years at Rajasthan High Court, Jaipur Bench, Jaipur primarily Criminal, Service and Misc. Laws. Was Standing Counsel for: Rajasthan State Industrial Development and Investment Corporation Ltd., Rajasthan State Road Development Corporation, Rajasthan Financial Corporation, Rajasthan Housing board, several Universities &amp; educational institutions. Worked as Pro Bono Lawyer with Rajasthan State Legal Service Authority; Assisted Hon'ble Rajasthan High Court as Amicus Curiae in Suo Moto Public Interest Litigations involving issues of public importance and for strengthening the Prosecution System. Elevated as Judge of Rajasthan High Court on 18.10.2021.",,,,,18.10.2021,,,,M,2757,BAR,1995,Law (not given),,,,,,,,ANOOP KUMAR DHAND,https://hcraj.nic.in/hcraj/img/judges/akdhand.jpg,
Anwar Ahmad,Patna High Court,Judge,,,,,,10.05.2006,,,,M,3210,,,,,,,,,,,ANWAR AHMAD,,
Arthur Edgar Scroope,Patna High Court,Judge,,,,,,31.01.1927,,,,M,3211,,,,,,,,,,,ARTHUR EDGAR SCROOPE,,
Arun Bhansali,Rajasthan High Court,Judge,"Hon'ble Mr. Justice Arun Bhansali Date Of Birth : 15.10.1967 Educational Qualification : B.Com., LL.B. Residential Address : 'KUNDAN', A-57, SHASTRI NAGAR, JODHPUR – 342 003. Official Address : Rajasthan High Court, Jodhpur. Date of Enrolment : 08.07.1989 Date of Elevation : 08.01.2013 Prof. Area of Specialization : Civil, Company &amp; Election Law. Advised and acted for large number of Corporate Clients at Courts, Company Law Board, Tribunals and Forums dealing with Property Laws, Banking Laws, Contract, Arbitration, Consumer Protection, Insurance Laws, Land Laws, Revenue Matters, Income Tax, Service Matters, Labour Matters etc. Standing Counsel for Hindustan Petroleum Corporation Ltd. since 2004 till elevation Standing Counsel for Income Tax Department since 2012 till elevation. Standing Counsel for HPCL - Mittal Energy Limited. Retainer for Companies & Trusts related to Erstwhile Royal Family of Udaipur since 1996 till elevation. --> Advised and acted for large number of Corporate Clients at Courts, Company Law Board, Tribunals and Forums dealing with Property Laws, Banking Laws, Contract, Arbitration, Consumer Protection, Insurance Laws, Land Laws, Revenue Matters, Income Tax, Service Matters, Labour Matters etc. Retainer for Nuclear Power Corporation of India Ltd. (1999-2013), Standing Counsel for Hindustan Petroleum Corporation Ltd. (2004-2013), Standing Counsel for Income Tax Department (2012-2013), Standing Counsel for HPCL - Mittal Energy Ltd., Retainer for Companies &amp; Trusts related to Erstwhile Royal Family of Udaipur (1996-2013). Panel Lawyer for Bank of Baroda, Canara Bank, Central Bank of India &amp; Vijaya Bank. Remained Panel Lawyer for Indian Railways (2002-2011), Standing Counsel for Department of Excise and Department of Medical &amp; Health, Govt. of Rajasthan (1999-2003).",15.10.1967,,,,08.01.2013,,,,M,2739,BAR,1989,Law (not given),,B. Com.,,,,,,ARUN BHANSALI,https://hcraj.nic.in/hcraj/img/judges/arunbhansali.jpg,
Arun Kumar,Patna High Court,Judge,,,,,,09.12.2016,21.08.2018,,,M,3212,,,,,,,,,,,ARUN KUMAR,,
Arvind Srivastava,Patna High Court,Additional Judge,"Hon'ble Mr. Justice Arvind Srivastava was born on April 4th, 1962. He completed his LL.B. Degree from Varanasi, Uttar Pradesh and got enrolled as an advocate on December 2nd, 1985. He prominently dealt with civil matters in the District Court, Varanasi. He joined Bihar Superior Judicial Service as an Additional District and Sessions Judge in the year 1997. He became the District & Sessions Judge of Kaimur in the year 2006. He also remained District & Sessions Judge of Muzaffapur in the year 2011. In the year 2008, he was posted as Senior Legal Adviser to the Bihar State Electricity Board. In the year 2013, he was posted as Secretary to Hon'ble Lokayukta of Bihar on deputation. He was elevated as an Additional Judge of the Patna High Court on December 9th, 2016.",04.04.1962,,,,09.12.2016,,,M,M,3447,SERVICE,1985,Law (not given),,,,,,,,ARVIND SRIVASTAVA,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MzEx-i4duVfqf3vM%3d,
Ashok Chhotelal Agarwal,Madras High Court,Chief Justice,,,,,,,,,,M,4657,,,,,,,,,,,ASHOK CHHOTELAL AGARWAL,,
Ashok Kumar Gaur,Rajasthan High Court,Judge,"Hon'ble Mr. Justice Ashok Kumar Gaur Date Of Birth : 25.09.1961 Educational Qualification : B.Com., LL.B. Date of Enrolment : Year 1984 Date of Elevation : 16.05.2017 Started practicing in the Rajasthan High Court in the year 1988. Was standing counsel for Income Tax Department and panel lawyer of the Rajasthan High Court since, 2006. Designated as Senior Advocate in January, 2011. Served as Standing Counsel for various Government Departments viz., Medical &amp; Health Department, Irrigation Department, Ajmer Vidyut Vitran Nigam Limited., Sanskrit University, Private Medical Universities, etc. Also practiced in the Supreme Court after designated as Senior Advocate since January, 2011.",25.09.1961,,,,16.05.2017,,,,M,2746,BAR,1984,Law (not given),,B. Com.,,,,,,ASHOK KUMAR GAUR,https://hcraj.nic.in/hcraj/img/judges/honakgaur.jpg,
Ashok Kumar Verma,Patna High Court,Judge,,,,,,16.12.1999,28.01.2004,,,M,3213,,,,,,,,,,,ASHOK KUMAR VERMA,,
Ashoke Kumar Prasad,Patna High Court,Judge,,,,,,16.10.1997,10.04.2001,,,M,3214,,,,,,,,,,,ASHOKE KUMAR PRASAD,,
Ashutosh Kumar,Patna High Court,Judge,"Hon'ble Mr. Justice Ashutosh Kumar was born on 1st October 1966. After his schooling from St Michaels’ High School, Patna, he graduated from St. Stephens’ College, Delhi University. Justice Kumar did his LLB. from Campus Law Centre, Delhi University. Enrolled as an advocate on 9th July 1991, at Patna High Court. As an advocate Justice Kumar has appeared in important criminal matters including matter related to convicts on Death Row. He was a Government Pleader for the State of Bihar for a short period. He has been elevated as a judge of Patna High Court on 15th of May 2014. He was transferred to Delhi High Court on 07th January 2015 and was repatriated again at Patna High Court on 24th November 2017.",01.10.1966,,,,15.05.0014,30.09.2028,,M,M,3443,BAR,1991,"Faculty of Law, University of Delhi","St Stephen's College, Delhi University",,,,,,,ASHUTOSH KUMAR,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MTY0-07wqTE2Mgp0%3d,
Ashutosh Kumar,Delhi High Court,Judge,"Hon'ble Mr. Justice Ashutosh Kumar was born on 1st October 1966. After his schooling from St Michaels’ High School, Patna, he graduated from St. Stephens’ College, Delhi University. Justice Kumar did his LLB. from Campus Law Centre, Delhi University. Enrolled as an advocate on 9th July 1991, at Patna High Court. As an advocate Justice Kumar has appeared in important criminal matters including matter related to convicts on Death Row. He was a Government Pleader for the State of Bihar for a short period. He has been elevated as a judge of Patna High Court on 15th of May 2014. He was transferred to Delhi High Court on 07th January 2015 and was repatriated again at Patna High Court on 24th November 2017.",01.10.1966,,,,15.05.2014,30.09.2028,,M,M,3443,BAR,1991,"Faculty of Law, University of Delhi","St Stephen's College, Delhi University",,,,,,,ASHUTOSH KUMAR,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MTY0-07wqTE2Mgp0%3d,
Ashutosh Kumar,Patna High Court,Judge,"Hon'ble Mr. Justice Ashutosh Kumar was born on 1st October 1966. After his schooling from St Michaels’ High School, Patna, he graduated from St. Stephens’ College, Delhi University. Justice Kumar did his LLB. from Campus Law Centre, Delhi University. Enrolled as an advocate on 9th July 1991, at Patna High Court. As an advocate Justice Kumar has appeared in important criminal matters including matter related to convicts on Death Row. He was a Government Pleader for the State of Bihar for a short period. He has been elevated as a judge of Patna High Court on 15th of May 2014. He was transferred to Delhi High Court on 07th January 2015 and was repatriated again at Patna High Court on 24th November 2017.",01.10.1966,,,,15.05.2014,30.09.2028,,M,M,3443,BAR,1991,"Faculty of Law, University of Delhi","St Stephen's College, Delhi University",,,,,,,ASHUTOSH KUMAR,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MTY0-07wqTE2Mgp0%3d,
Ashwani Kumar Singh,Patna High Court,Additional Judge,"Born on 1st November, 1960 at Patna, completed his schooling from Zila School, Gaya, before passing intermediate and B.A. (Hons.) in History from Gaya College, Gaya. He obtained his LLB degree from A.M.College, Gaya and enrolled as an Advocate with the Bihar State Bar Council on 19th July, 1985. He practised in the Patna High Court primarily on the Criminal and Constitutional sides. He also conducted matters in the Jharkhand High Court as well as in the various Civil Courts in the States of Bihar and Jharkhand. He was designated as a Senior Advocate by the Patna High Court on 9th April, 2009. He was appointed Additional Judge of the Patna High Court on 20th June, 2011 and took oath as Permanent Judge of the Patna High Court on 4th April, 2013.",01.11.1960,Patna,Patna,Bihar,20.06.2011,04.04.2013,,M,M,533,BAR,1985,"A.M.College, Gaya",Gaya College,B. A. (Hons.) History,,,,,,ASHWANI KUMAR SINGH,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MjY%3d-MvXtAjgGFyw%3d,
Ashwani Kumar Singh,Patna High Court,Judge,"Born on 1st November, 1960 at Patna, completed his schooling from Zila School, Gaya, before passing intermediate and B.A. (Hons.) in History from Gaya College, Gaya. He obtained his LLB degree from A.M.College, Gaya and enrolled as an Advocate with the Bihar State Bar Council on 19th July, 1985. He practised in the Patna High Court primarily on the Criminal and Constitutional sides. He also conducted matters in the Jharkhand High Court as well as in the various Civil Courts in the States of Bihar and Jharkhand. He was designated as a Senior Advocate by the Patna High Court on 9th April, 2009. He was appointed Additional Judge of the Patna High Court on 20th June, 2011 and took oath as Permanent Judge of the Patna High Court on 4th April, 2013.",01.11.1960,Patna,Patna,Bihar,04.04.2013,31.10.2022,,M,M,533,BAR,1985,"A.M.College, Gaya",Gaya College,B. A. (Hons.) History,,,,,,ASHWANI KUMAR SINGH,http://patnahighcourt.gov.in/ImageHandler.aspx?ID=MjY%3d-MvXtAjgGFyw%3d,
Ashwini Kumar Sinha,Patna High Court,Judge,,,,,,18.11.1982,11.08.1987,,,M,3215,,,,,,,,,,,ASHWINI KUMAR SINHA,,
B. K. Jha,Patna High Court,Judge,,,,,,01.03.2002,01.02.2005,,,M,3216,,,,,,,,,,,B. K. JHA,,
B. K. Roy,Patna High Court,Judge,,,,,,31.10.1988,26.12.2006,,,M,3217,,,,,,,,,,,B. K. ROY,,
B. L. Yadav,Patna High Court,Judge,,,,,,28.04.1994,05.04.1996,,,M,3218,,,,,,,,,,,B. L. YADAV,,
B. P. Jamuar,Patna High Court,Judge,,,,,,18.07.1949,27.09.1958,,,M,3219,,,,,,,,,,,B. P. JAMUAR,,
B. U. DEBADWAR,Bombay High Court,Additional Judge,"B. U. DEBADWAR B.Com., LL.B. 2019-2021 Born on 17.06.1959. Did B.Com. from People's College, Nanded and LL.B. from Law College, Nanded. Enrolled as an Advocate with Bar Council of Maharashtra and Goa in June-1985. Practiced at District Court Nanded for about 6 and half years along with father, who was eminent advocate exclusively practicing on civil side and practiced for about 60 years. Joined Judiciary as Civil Judge, Junior Division and Judicial Magistrate, First Class in May-1992. Promoted as Civil Judge Senior Division and Additional Chief Judicial Magistrate in March-2002. Thereafter promoted to the post of Ad hoc Additional District Judge and Additional Sessions Judge in October-2003 and District Judge and Additional Sessions Judge in March- 2008. Served as Principal District Judge, Ratnagiri from May-2014 to May- 2016. Then discharged services as Principal District and Sessions Judge at Satara during the period May-2016 to July-2017. Then took the charge of the post of President, the Maharashtra State Cooperative Appellate Court, Mumbai and rendered services in the said capacity from July-2017 to November-2018. Thereafter served as Principal District and Sessions Judge, Sangli. Elevated as Judge of Bombay High Court on 5th December, 2019.",17.06.1959,,,,05.12.2019,31.12.2021,,,M,1120,,1985,"Law College, Nanded","People's College, Nanded",B. Com.,,,,,,B. U. DEBADWAR,,
B.N. Agrawal,Patna High Court,Judge,,,,,,17.11.1986,15.10.2009,,,M,3220,,,,,,,,,,,B.N. AGRAWAL,,
B.N. Rai,Patna High Court,Judge,,,,,,25.01.1950,11.01.1960,,,M,3221,,,,,,,,,,,B.N. RAI,,
B.N. Singh Neelam,Patna High Court,Judge,,,,,,16.03.1994,10.02.2001,,,M,4488,,,,,,,,,,,B.N. SINGH NEELAM,,TRUE
B.N. Sinha,Patna High Court,Judge,,,,,,17.11.1986,01.01.1992,,,M,3222,,,,,,,,,,,B.N. SINHA,,
B.N.P.Singh,Patna High Court,Judge,,,,,,01.07.2001,18.04.2004,,,M,3223,,,,,,,,,,,B.N.P.SINGH,,
"B.P. COLABAWALLA, J.",Bombay High Court,Judge,"Personal Data Date of Birth - 16th December 1967 Fathers Name - Late Mr. Pesi Dinshaw Colabawalla Marital Status - Married Bar Council Registration - MAH/1505/93 --------------------------------------------------------------------------------------------------------------------------- Educational Qualifications - B.A. LL.B. After completing initial schooling from Cathedral & John Connon School, Mumbai joined K.C. College, Mumbai for Graduation in Arts, and thereafter completed LL.B. from K.C. Law College in the year 1993. --------------------------------------------------------------------------------------------------------------------------- Professional Background/Experience Initially, while pursuing law, joined Mulla & Mulla & Craigie Blunt & Caroe, Mumbai as an article clerk in the year 1992 under Mr. Hormuzdiyaar Vakil, a Partner in the said firm. During that time, also had an opportunity to work with the Late Mr. Soli Dinshaw Colabawalla Uncle who was also a partner of Mulla & Mulla & Craigie Blunt and Caroe. Immediately on completing LL.B., enrolled with the Bar Council of Maharashtra & Goa on 19th August 1993 and started practicing before the Hon'ble Bombay High Court. Association with Mulla & Mulla & Craigie Blunt and Caroe continued upto 1995, after which he joined the chamber of Sr. Counsel Mr. Dinyar D. Madon on 3rd July 1995 to pursue full time counsel practice. Predominantly practiced law on the civil side, handling matters pertaining to Corporate Laws, Property Disputes, Alternate Dispute Resolution, Contractual Disputes, matters pertaining to SICA, Banking Laws (and in particular the RDDB Act, 1993 & the SARFAESI Act, 2002) and Personal Law related matters. Also appeared in a few Criminal Writ Petitions but mainly having a civil character. In addition to practicing before the Hon'ble Bombay High Court, also appeared before Hon'ble Supreme Court of India and other High Courts of the Country. He also had the opportunity to appear in several matters before the lower judiciary such as the DRT, DRAT, BIFR, AAIFR, SEBI etc.",16.12.1967,,,,06.01.2014,15.12.2029,,,M,1189,,1993,"K. C College of Law, Mumbai University","K.C. College, Mumbai",B. A.,,,,,,"B.P. COLABAWALLA, J.",,
B.P.Singh,Patna High Court,Judge,,,,,,09.03.1987,08.07.2007,,,M,3225,,,,,,,,,,,B.P.SINGH,,
B.Subhashan Reddy,Madras High Court,Chief Justice,,,,,,,,,,M,4660,,,,,,,,,,,B.SUBHASHAN REDDY,,
Bageshwari Prasad Griyaghey,Patna High Court,Judge,,,,,,18.11.1982,14.08.1986,,,M,3226,,,,,,,,,,,BAGESHWARI PRASAD GRIYAGHEY,,
Baidyanath Jha,Patna High Court,Judge,,,,,,21.03.1967,17.11.1971,,,M,3227,,,,,,,,,,,BAIDYANATH JHA,,
Balmiki Prasad Sinha,Patna High Court,Judge,,,,,,21.03.1967,12.01.1971,,,M,3228,,,,,,,,,,,BALMIKI PRASAD SINHA,,
Barin Ghosh,Patna High Court,Judge,,,,,,07.01.2005,04.06.2014,,,M,1308,,,,,,,,,,,BARIN GHOSH,,TRUE
