Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
466c68bb_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 95\n}""]",,10.693372964859009,4371,512,580,,[],['resp_02989df2a82cf1b30069a8155d634881968e4a493b480e7682'],True
44bb66d3_batch1,"[""{\n\t\""optimistic about technological progress\"": 22,\n\t\""institutionalist\"": 88\n}""]",,8.509115219116211,5896,384,449,,[],['resp_03580420fdc904ff0069a81560dcec81998e0083df9c31fa4a'],True
5846029f_batch1,"[""{\n  \""optimistic about technological progress\"": 34,\n  \""institutionalist\"": 92\n}""]",,7.676056146621704,5520,512,557,,[],['resp_0887b9737eb2bebb0069a81561c348819996e0b5f60f6a0e26'],True
86d586d8_batch1,"[""{\n  \""optimistic about technological progress\"": 62,\n  \""institutionalist\"": 92\n}""]",,6.544173002243042,7203,320,401,,[],['resp_0987d168003a0e1a0069a81564457c819586c7bd837be8ddfe'],True
f94ff35f_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 75\n}""]",,5.953140020370483,8454,256,331,,[],['resp_05ea7f4358a20e1c0069a8156692848198a64deca11dbc257f'],True
bdfa604c_batch1,"[""{\n  \""optimistic about technological progress\"": 60,\n  \""institutionalist\"": 92\n}""]",,7.748658180236816,7850,448,517,,[],['resp_0f10cb54e884af980069a81565424c819b80462af7fd3247bf'],True
dca189d0_batch0,"[""{\n  \""isolationist\"": 3,\n  \""populist\"": 12,\n  \""supportive of rugged individualism\"": 20,\n  \""foreign policy focus\"": 92,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 38,\n  \""pro welfare state\"": 78,\n  \""anger towards other party\"": 8\n}""]",,11.167675971984863,7068,768,888,,[],['resp_0cfcf928a972739a0069a81562e5c08190bdb58034a676579f'],True
eaa01f9a_batch1,"[""{\n\t\""optimistic about technological progress\"": 66,\n\t\""institutionalist\"": 92\n}""]",,5.902786016464233,9140,384,449,,[],['resp_0cbca1864843c3350069a8156961c4819bbf66505873488ff3'],True
926f4e71_batch1,"[""{\n  \""optimistic about technological progress\"": 38,\n  \""institutionalist\"": 87\n}""]",,5.54248309135437,9148,320,405,,[],['resp_0a1a71569c922f680069a8156ad4bc819994483bdc496c861d'],True
434bcc8e_batch1,"[""{\n\t\""institutionalist\"": 85,\n\t\""optimistic about technological progress\"": 90\n}""]",,10.452281951904297,8653,384,442,,[],['resp_01bbcac4bed174e30069a81567ebc881998ce57a18b1ac30fb'],True
1b72da80_batch1,"[""{\n\t\""optimistic about technological progress\"": 22,\n\t\""institutionalist\"": 92\n}""]",,7.797641277313232,9446,384,468,,[],['resp_0a50d6b1b7107cc50069a8156c3dcc819aba9ce5bb96024c5b'],True
1d9a3f33_batch1,"[""{\n\t\""institutionalist\"": 88,\n\t\""optimistic about technological progress\"": 28\n}""]",,6.747521162033081,9491,448,499,,[],['resp_03b342bdc65964790069a8156db4148198b46509c5a027bd9e'],True
a5272217_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 90\n}""]",,6.449671030044556,9646,320,400,,[],['resp_011d75183a549e020069a8156f7a0c8197bbc1d8ed80e1818b'],True
3bd40ee8_batch1,"[""{\n\t\""optimistic about technological progress\"": 70,\n\t\""institutionalist\"": 92\n}""]",,9.409761190414429,9997,512,548,,[],['resp_0fb93786dec80c470069a81570bd7c8195b9ab9dcfda6031ee'],True
7b2c53b7_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 33\n}""]",,5.658606052398682,10112,256,316,,[],['resp_0d3869ade648ea260069a8157714e88196bf1c1a7c37aca328'],True
6b94c8bf_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 72\n}""]",,7.7312541007995605,9707,512,580,,[],['resp_0956546c603738660069a815755160819697f863b53a06b1ef'],True
0e735e8c_batch0,"[""{\n  \""populist\"": 15,\n  \""patriotic rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 45,\n  \""pro welfare state\"": 75,\n  \""anger towards other party\"": 5,\n  \""foreign policy focus\"": 78,\n  \""religious rhetoric\"": 25,\n  \""isolationist\"": 3\n}""]",,11.875555992126465,9462,704,824,,[],['resp_0e62e1e1e6012b180069a81573d93c8197bda968bbf906bfd7'],True
e5e52f41_batch0,"[""{\n\t\""anger towards other party\"": 25,\n\t\""isolationist\"": 5,\n\t\""foreign policy focus\"": 45,\n\t\""supportive of rugged individualism\"": 45,\n\t\""patriotic rhetoric\"": 88,\n\t\""religious rhetoric\"": 15,\n\t\""populist\"": 65,\n\t\""pro welfare state\"": 85\n}""]",,14.46521806716919,9328,768,898,,[],['resp_0c56de80b61e211a0069a815724540819682473677149bfbfc'],True
c6d42d26_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 38\n}""]",,8.703278064727783,9923,384,442,,[],['resp_08461cd4f7f2f9d40069a8157a2e548197a152421b5e80850d'],True
0824ac4d_batch0,"[""{\n\t\""anger towards other party\"": 10,\n\t\""foreign policy focus\"": 92,\n\t\""patriotic rhetoric\"": 80,\n\t\""isolationist\"": 5,\n\t\""populist\"": 40,\n\t\""supportive of rugged individualism\"": 25,\n\t\""religious rhetoric\"": 30,\n\t\""pro welfare state\"": 85\n}""]",,10.929951906204224,10411,576,706,,[],['resp_0eee05950a7fa5b60069a815787d988199aed5e09bc39067f9'],True
513c35fc_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 28\n}""]",,8.390268087387085,10852,256,311,,[],['resp_00f6f6d0f82f76630069a8157bcf9c8198af7fd01d116ccceb'],True
5dd5ff42_batch1,"[""{\n\t\""optimistic about technological progress\"": 85,\n\t\""institutionalist\"": 93\n}""]",,8.382673978805542,11042,384,434,,[],['resp_0e5347d276a176440069a8157f0960819789f1d965f6ce4a90'],True
9d739a0b_batch1,"[""{\n  \""optimistic about technological progress\"": 60,\n  \""institutionalist\"": 90\n}""]",,7.826096057891846,9259,448,494,,[],['resp_01ea2474e25b56e10069a815822b008193ab49d5cf853ed883'],True
2b77a957_batch1,"[""{\n\t\""institutionalist\"": 94,\n\t\""optimistic about technological progress\"": 72\n}""]",,4.5349791049957275,10048,256,305,,[],['resp_06fbbf89581ab10f0069a815858a348196bebd3955720636cf'],True
33ba29bc_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 75\n}""]",,11.887812852859497,11112,576,616,,[],['resp_016e215019a10ac60069a81580bd6c819495a71ed4d5982061'],True
ab04fa58_batch0,"[""{\n  \""anger towards other party\"": 32,\n  \""populist\"": 68,\n  \""pro welfare state\"": 88,\n  \""isolationist\"": 6,\n  \""foreign policy focus\"": 78,\n  \""religious rhetoric\"": 28,\n  \""supportive of rugged individualism\"": 12,\n  \""patriotic rhetoric\"": 84\n}""]",,15.679328203201294,10274,832,961,,[],['resp_0230b1988946dd300069a8157d6d10819b9e0a38deb9008990'],True
b4123d9c_batch1,"[""{\n  \""optimistic about technological progress\"": 88,\n  \""institutionalist\"": 93\n}""]",,8.89078688621521,11960,384,456,,[],['resp_072c01bff269c4a60069a8158752d4819bbab62d81836534c1'],True
0551de55_batch1,"[""{\n  \""optimistic about technological progress\"": 74,\n  \""institutionalist\"": 92\n}""]",,8.151446104049683,11603,576,604,,[],['resp_0ead12f72171edc90069a8158b1b94819bb6ad29e801fdbc4a'],True
8487d8fe_batch0,"[""{\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 70,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 70,\n  \""supportive of rugged individualism\"": 60,\n  \""foreign policy focus\"": 60,\n  \""populist\"": 65,\n  \""anger towards other party\"": 20\n}""]",,11.202100992202759,11457,704,847,,[],['resp_0d2abcbb6a3a31960069a8158928d48198ac6697bc52de2fb8'],True
20fa96f6_batch1,"[""{\n\t\""optimistic about technological progress\"": 35,\n\t\""institutionalist\"": 92\n}""]",,7.17259407043457,12576,384,424,,[],['resp_0f5d8c4c71d9ec0d0069a815929d488198a383752e9854ae1b'],True
064e15aa_batch1,"[""{\n\t\""optimistic about technological progress\"": 48,\n\t\""institutionalist\"": 90\n}""]",,9.581993103027344,12266,576,643,,[],['resp_057e41eeaf5e02380069a815907f90819ba391f3cdbcc746cc'],True
e607b899_batch0,"[""{\n  \""foreign policy focus\"": 65,\n  \""populist\"": 25,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 88,\n  \""religious rhetoric\"": 35,\n  \""anger towards other party\"": 15,\n  \""supportive of rugged individualism\"": 30,\n  \""patriotic rhetoric\"": 85\n}""]",,13.837194919586182,11610,832,951,,[],['resp_05154f20c1fc73950069a8158cd1348199bfc1cf81c4659f40'],True
971c5d41_batch0,"[""{\n\t\""religious rhetoric\"": 30,\n\t\""patriotic rhetoric\"": 92,\n\t\""anger towards other party\"": 2,\n\t\""isolationist\"": 3,\n\t\""supportive of rugged individualism\"": 35,\n\t\""pro welfare state\"": 82,\n\t\""foreign policy focus\"": 95,\n\t\""populist\"": 18\n}""]",,13.300986289978027,12281,832,934,,[],['resp_05eae5cde738135c0069a8158ea584819a81a328144e169c82'],True
4d9cbbd8_batch1,"[""{\n\t\""optimistic about technological progress\"": 80,\n\t\""institutionalist\"": 92\n}""]",,6.246067762374878,10521,384,460,,[],['resp_0f6aac0e25b15cb60069a81595f5c4819780036a0afe72d965'],True
b9a87ea5_batch1,"[""{\n\t\""optimistic about technological progress\"": 58,\n\t\""institutionalist\"": 92\n}""]",,9.247540950775146,12679,320,406,,[],['resp_082a349f3244c7320069a8159466a081948564b224913cf839'],True
ac657cc2_batch0,"[""{\n\t\""religious rhetoric\"": 25,\n\t\""patriotic rhetoric\"": 85,\n\t\""foreign policy focus\"": 65,\n\t\""supportive of rugged individualism\"": 20,\n\t\""populist\"": 80,\n\t\""anger towards other party\"": 78,\n\t\""isolationist\"": 8,\n\t\""pro welfare state\"": 88\n}""]",,30.21316695213318,11031,768,897,,[],['resp_09d6e41553b499530069a815847a1c819abe835f0db25e7874'],True
d0e93f5e_batch1,"[""{\n  \""optimistic about technological progress\"": 30,\n  \""institutionalist\"": 90\n}""]",,7.680212020874023,12524,576,604,,[],['resp_0831233e0b381f980069a8159e71c881998c69ba7aa9174f24'],True
d1072a4e_batch0,"[""{\n\t\""isolationist\"": 7,\n\t\""supportive of rugged individualism\"": 22,\n\t\""patriotic rhetoric\"": 85,\n\t\""populist\"": 75,\n\t\""anger towards other party\"": 40,\n\t\""religious rhetoric\"": 45,\n\t\""foreign policy focus\"": 60,\n\t\""pro welfare state\"": 85\n}""]",,15.84443974494934,12334,704,825,,[],['resp_0e9d0e169571a2f10069a815980e208195b84cef6131c70d93'],True
aa4bb518_batch1,"[""{\n\t\""optimistic about technological progress\"": 88,\n\t\""institutionalist\"": 92\n}""]",,12.751966953277588,7633,448,533,,[],['resp_0975f98b1b79ce470069a8159b208c81978e2dc6d130717659'],True
fed1da88_batch1,"[""{\n  \""institutionalist\"": 95,\n  \""optimistic about technological progress\"": 62\n}""]",,6.069529056549072,8990,384,424,,[],['resp_030cd5c8d481442c0069a815a232a48193b4c74c7f3a776ee4'],True
33e41a2a_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 93\n}""]",,11.884302139282227,8696,512,582,,[],['resp_0d4014310de3c1830069a8159c7c34819a850e60b1de81bcd6'],True
586c898f_batch0,"[""{\n  \""pro welfare state\"": 25,\n  \""patriotic rhetoric\"": 78,\n  \""populist\"": 22,\n  \""religious rhetoric\"": 42,\n  \""isolationist\"": 75,\n  \""anger towards other party\"": 2,\n  \""foreign policy focus\"": 60,\n  \""supportive of rugged individualism\"": 88\n}""]",,16.19705104827881,13380,1024,1120,,[],['resp_01b193a43f7ab8150069a81599e9748197b3560be277d32900'],True
1501be28_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 58\n}""]",,8.568851947784424,13571,512,539,,[],['resp_0324df25c73b7faf0069a815a40f8c8194ac7f6c2721c70c71'],True
aadcab0f_batch1,"[""{\n\t\""optimistic about technological progress\"": 72,\n\t\""institutionalist\"": 92\n}""]",,7.265328884124756,9538,512,545,,[],['resp_038910b0c610db640069a815a779f4819abafdb0a1506334cd'],True
e4c7630d_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 47\n}""]",,6.368359088897705,7932,384,450,,[],['resp_0ae530da715d52250069a815a8c300819a90136461daf43b79'],True
d3af98cc_batch0,"[""{\n  \""pro welfare state\"": 45,\n  \""foreign policy focus\"": 80,\n  \""anger towards other party\"": 3,\n  \""supportive of rugged individualism\"": 78,\n  \""religious rhetoric\"": 15,\n  \""patriotic rhetoric\"": 70,\n  \""isolationist\"": 15,\n  \""populist\"": 10\n}""]",,15.241371870040894,13767,704,825,,[],['resp_04a9a87665f86bd50069a815a0725c8199bd81b808c2c07428'],True
96e8ad53_batch1,"[""{\n\t\""optimistic about technological progress\"": 50,\n\t\""institutionalist\"": 90\n}""]",,12.545696020126343,13781,576,655,,[],['resp_0237bba09a0c62d40069a815a6231c8195b489267c20548510'],True
6317e903_batch1,"[""{\n\t\""optimistic about technological progress\"": 68,\n\t\""institutionalist\"": 92\n}""]",,8.855539083480835,8486,448,501,,[],['resp_067ae580b92d3ea80069a815aa25988198a660e79e7f247aef'],True
0e843ba2_batch1,"[""{\n\t\""optimistic about technological progress\"": 72,\n\t\""institutionalist\"": 92\n}""]",,8.971680164337158,10798,448,485,,[],['resp_0bf4e04e71a3a9470069a815abf2d88197ba5f8a5990fd7544'],True
cb09259c_batch1,"[""{\n\t\""optimistic about technological progress\"": 60,\n\t\""institutionalist\"": 90\n}""]",,6.83458399772644,9921,320,395,,[],['resp_0db44552075918100069a815af303c8199854809cd1b24609f'],True
9d691b8e_batch1,"[""{\n\t\""optimistic about technological progress\"": 72,\n\t\""institutionalist\"": 98\n}""]",,8.833694219589233,11232,512,556,,[],['resp_0ce0aa53f9f77cff0069a815ad93708193a1d1c081478b7e15'],True
1ac4527f_batch1,"[""{\n  \""optimistic about technological progress\"": 67,\n  \""institutionalist\"": 92\n}""]",,7.494114875793457,11814,448,483,,[],['resp_0760952e3e3139140069a815b0fe20819699c3214df7367cbe'],True
4a3a2b8d_batch1,"[""{\n  \""optimistic about technological progress\"": 60,\n  \""institutionalist\"": 90\n}""]",,6.315403938293457,12308,384,450,,[],['resp_0225d5893b9dcc0e0069a815b2ecac819897d2274574ce0dd2'],True
11393cc2_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 33\n}""]",,8.61311674118042,12880,384,465,,[],['resp_0e6634b5ec61e1cb0069a815b4ee74819487fe6fe6bcce683c'],True
61368202_batch1,"[""{\n  \""optimistic about technological progress\"": 78,\n  \""institutionalist\"": 90\n}""]",,7.245287179946899,9659,320,410,,[],['resp_0c53f97704e95ae90069a815b66cd481948264d24af9b5d4ea'],True
256801d6_batch1,"[""{\n  \""optimistic about technological progress\"": 72,\n  \""institutionalist\"": 90\n}""]",,7.842451810836792,10742,448,532,,[],['resp_0688f034aade9cfa0069a815b81ea08197aa2e3bb5d373245a'],True
1989c6eb_batch1,"[""{\n  \""optimistic about technological progress\"": 75,\n  \""institutionalist\"": 90\n}""]",,8.45029592514038,12000,576,655,,[],['resp_02a76f89061ec3720069a815ba065081949c4ea514cdef222b'],True
b2831d55_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 20\n}""]",,6.362489223480225,13886,320,373,,[],['resp_08b4b7ce54ed2a1b0069a815bc0ba4819bb77d136edbb60cc4'],True
ff83fe27_batch1,"[""{\n  \""optimistic about technological progress\"": 12,\n  \""institutionalist\"": 88\n}""]",,7.338363885879517,6684,384,415,,[],['resp_070720cfeebd6fc90069a815bdaea08196929e32c6d07b03c9'],True
5d3d79df_batch1,"[""{\n  \""optimistic about technological progress\"": 22,\n  \""institutionalist\"": 88\n}""]",,6.66136908531189,14270,384,429,,[],['resp_09a82fb37af876410069a815bf52d4819ab6920b0b922dc8ef'],True
85004c71_batch1,"[""{\n  \""optimistic about technological progress\"": 72,\n  \""institutionalist\"": 93\n}""]",,6.675848960876465,14065,448,475,,[],['resp_0fcc4ad0692e488e0069a815c17be48196955e4ef80fc86caf'],True
af247b3c_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 92\n}""]",,5.888023138046265,14818,320,407,,[],['resp_037d2210a31ad56d0069a815c3ba3c819a9865841035693b67'],True
bcc98584_batch1,"[""{\n\t\""optimistic about technological progress\"": 74,\n\t\""institutionalist\"": 92\n}""]",,5.209490776062012,13928,384,412,,[],['resp_0a759cab1b32cebf0069a815c5f8c881999d476343079ac4c6'],True
055f6851_batch1,"[""{\n\t\""optimistic about technological progress\"": 30,\n\t\""institutionalist\"": 88\n}""]",,5.982737064361572,15245,320,398,,[],['resp_0eb2d85a47d7a12a0069a815c8217881908494db4060a3919d'],True
1abbde6e_batch1,"[""{\n  \""optimistic about technological progress\"": 58,\n  \""institutionalist\"": 88\n}""]",,7.220292091369629,15493,576,613,,[],['resp_0785b8e5db9b09110069a815ca72588199afc9964d333ef611'],True
b4512c89_batch1,"[""{\n\t\""institutionalist\"": 87,\n\t\""optimistic about technological progress\"": 58\n}""]",,5.7630391120910645,15446,384,434,,[],['resp_03fe671cc22024f10069a815ccc6308196a05a0f13389a563e'],True
f9c94ccd_batch1,"[""{\n  \""optimistic about technological progress\"": 30,\n  \""institutionalist\"": 90\n}""]",,7.779479742050171,15873,448,498,,[],['resp_00b6e1f63edffa5f0069a815cf1fdc819b9f5a767f00c4240e'],True
ef5733ff_batch1,"[""{\n  \""institutionalist\"": 94,\n  \""optimistic about technological progress\"": 68\n}""]",,9.55036187171936,15863,576,645,,[],['resp_051536c72415329f0069a815d1c964819bb9923a539fdb7ce9'],True
278821b0_batch1,"[""{\n  \""optimistic about technological progress\"": 75,\n  \""institutionalist\"": 95\n}""]",,8.368660926818848,15778,512,579,,[],['resp_04c40fa5f93527480069a815d8b0d88197bde03415869e9f8d'],True
1af582f6_batch0,"[""{\n  \""isolationist\"": 4,\n  \""supportive of rugged individualism\"": 35,\n  \""pro welfare state\"": 40,\n  \""patriotic rhetoric\"": 76,\n  \""religious rhetoric\"": 3,\n  \""populist\"": 7,\n  \""foreign policy focus\"": 88,\n  \""anger towards other party\"": 2\n}""]",,11.686283826828003,16504,768,881,,[],['resp_0af97dd03c077b960069a815d65238819a8a8860761f5334ad'],True
8a15d6a4_batch1,"[""{\n\t\""optimistic about technological progress\"": 72,\n\t\""institutionalist\"": 88\n}""]",,7.091845273971558,16147,320,402,,[],['resp_0a13eec83c95b6270069a815ddb1c88198887ccb6bfc748532'],True
01e61af1_batch1,"[""{\n  \""optimistic about technological progress\"": 75,\n  \""institutionalist\"": 92\n}""]",,10.645482063293457,15924,448,493,,[],['resp_0f01ba4535ff2ca30069a815db1fc4819387cf0b6dd919e290'],True
5f61fd2e_batch0,"[""{\n  \""populist\"": 20,\n  \""religious rhetoric\"": 0,\n  \""pro welfare state\"": 90,\n  \""foreign policy focus\"": 60,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 20,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 40\n}""]",,18.868865251541138,15308,1088,1198,,[],['resp_057fedc7fb6677f40069a815d40b24819b97f3209b85b9e535'],True
810575b3_batch1,"[""{\n\t\""institutionalist\"": 95,\n\t\""optimistic about technological progress\"": 12\n}""]",,5.347127914428711,16926,256,335,,[],['resp_0c020e0991a921980069a815e28830819aac35c11efd212f11'],True
84f17467_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 60\n}""]",,11.315288782119751,16419,768,834,,[],['resp_048e03c06228dffa0069a815e02c6c8198b897754f74f994e1'],True
bdb008fb_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 92\n}""]",,8.380054235458374,17627,512,541,,[],['resp_0c0d4e9394687cc40069a815ea55108199884510746e0226df'],True
921c3c4f_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 88\n}""]",,13.989942789077759,17268,512,548,,[],['resp_01e71eb6662b431f0069a815e528388199a8ba5f2a776d9c82'],True
f068e6d5_batch1,"[""{\n  \""optimistic about technological progress\"": 30,\n  \""institutionalist\"": 92\n}""]",,12.11983609199524,17582,320,407,,[],['resp_01a198ce64c326350069a815e7c7708196adcd51744a27a72d'],True
5aa96acd_batch1,"[""{\n  \""institutionalist\"": 88,\n  \""optimistic about technological progress\"": 72\n}""]",,6.738452196121216,18182,320,375,,[],['resp_059c03e2da54a3f30069a815eff2d4819ba7cf8c46771d308a'],True
e347cf78_batch1,"[""{\n\t\""institutionalist\"": 90,\n\t\""optimistic about technological progress\"": 22\n}""]",,11.588905811309814,18194,320,404,,[],['resp_025e10c45ba25abf0069a815ed19b08199b6a91fb5f894b932'],True
1af582f6_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 72\n}""]",,5.895031690597534,16115,384,437,,[],['resp_02e513c83bf367220069a815f4fe008195bffc3b1b71b85a3f'],True
8e343b3f_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 72\n}""]",,6.6865551471710205,19118,320,387,,[],['resp_0aef27dde50bbdcd0069a815f7dc3c81969fc615c01b255756'],True
78dfc9f9_batch1,"[""{\n  \""institutionalist\"": 94,\n  \""optimistic about technological progress\"": 63\n}""]",,15.859446048736572,18887,576,649,,[],['resp_053e195f2166e0af0069a815f2bcfc819383970d76fc8b40d0'],True
f61766fd_batch1,"[""{\n\t\""optimistic about technological progress\"": 45,\n\t\""institutionalist\"": 93\n}""]",,9.456310033798218,19539,320,403,,[],['resp_0772c597afa535730069a815fac4c08199a4aa838ea3d57197'],True
3c813bfd_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 72\n}""]",,9.57712197303772,19514,512,553,,[],['resp_0e4ed740854bb72f0069a815fd99a88196845f11bef2aca276'],True
c8b324e8_batch1,"[""{\n  \""optimistic about technological progress\"": 72,\n  \""institutionalist\"": 94\n}""]",,7.796432971954346,19513,576,625,,[],['resp_0e922195ea3a6a0c0069a8160082188198bbaf6a7fcd8a35c9'],True
c4b4b911_batch1,"[""{\n  \""institutionalist\"": 82,\n  \""optimistic about technological progress\"": 70\n}""]",,6.656866788864136,9391,384,458,,[],['resp_07bbc917b47a9f120069a8160271f8819b8dffa94250e31095'],True
713c3651_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 92\n}""]",,6.349238157272339,4549,320,371,,[],['resp_06cc87b25fcbf1c70069a8160429388193abced54839268f6f'],True
f95717ed_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 93\n}""]",,7.626475095748901,20328,384,435,,[],['resp_0add85c38071bb9a0069a81605ee1881909757a580ab24a270'],True
68877c03_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 65\n}""]",,5.973358154296875,6713,320,389,,[],['resp_09d3a3979867cde40069a816091edc8199a5f34ffeb82eadea'],True
bf60c49f_batch1,"[""{\n\t\""optimistic about technological progress\"": 40,\n\t\""institutionalist\"": 90\n}""]",,5.765875816345215,5898,320,356,,[],['resp_016c26a183060aa30069a8160a7c5c819b99b75cc91656eefb'],True
7452c3c8_batch1,"[""{\n  \""institutionalist\"": 92,\n  \""optimistic about technological progress\"": 30\n}""]",,9.882760047912598,3624,320,356,,[],['resp_0402cadc55f7dad20069a816084c208194a9679e64b6c84752'],True
f11e590b_batch1,"[""{\n  \""institutionalist\"": 88,\n  \""optimistic about technological progress\"": 94\n}""]",,7.269357919692993,20588,320,360,,[],['resp_0a344ff72b50d1810069a8160ba6388190bb5773dac90008cd'],True
323c5b64_batch1,"[""{\n\t\""optimistic about technological progress\"": 18,\n\t\""institutionalist\"": 92\n}""]",,6.017147064208984,7090,384,454,,[],['resp_0e9bf9b8bff516520069a8160d6078819593dc5a3f1db8c174'],True
6f6a5ec2_batch1,"[""{\n  \""optimistic about technological progress\"": 75,\n  \""institutionalist\"": 90\n}""]",,5.45162296295166,7797,320,370,,[],['resp_01329abfb84dd5480069a816106cc48195a695ab3229399a42'],True
580a0acf_batch1,"[""{\n  \""institutionalist\"": 90,\n  \""optimistic about technological progress\"": 75\n}""]",,7.158237934112549,7137,384,454,,[],['resp_05bb4d398170d7280069a8160f197c819bbd84009ad19bcf7c'],True
8ebe67aa_batch1,"[""{\n\t\""optimistic about technological progress\"": 30,\n\t\""institutionalist\"": 90\n}""]",,9.524343013763428,4999,448,518,,[],['resp_04f346f98e5c61ba0069a816104cb8819a97d4c6002a20761b'],True
cba4ffd2_batch1,"[""{\n  \""optimistic about technological progress\"": 58,\n  \""institutionalist\"": 95\n}""]",,9.52754807472229,14637,448,497,,[],['resp_0ddffb8aac431d970069a81612557c819489d95f57530049c2'],True
9f879aad_batch1,"[""{\n\t\""optimistic about technological progress\"": 78,\n\t\""institutionalist\"": 90\n}""]",,8.509748935699463,9837,512,597,,[],['resp_0548a377ce4aecb60069a816151bc88190ab5d14e5b8dba5cf'],True
4255acdc_batch1,"[""{\n  \""optimistic about technological progress\"": 68,\n  \""institutionalist\"": 92\n}""]",,10.679830074310303,8325,512,598,,[],['resp_07c361416ba76eb30069a8161380308197a1673f456e8ce90f'],True
7f6f5de4_batch1,"[""{\n  \""optimistic about technological progress\"": 45,\n  \""institutionalist\"": 92\n}""]",,8.303352117538452,8182,384,441,,[],['resp_071f2f7a76f4bb110069a8161645cc8197ba71ee870e8b2062'],True
a61e6800_batch1,"[""{\n\t\""optimistic about technological progress\"": 80,\n\t\""institutionalist\"": 92\n}""]",,8.641302824020386,10610,512,582,,[],['resp_093d867cce2dcf5c0069a81617dde48198b6332711a88ef514'],True
607b82f7_batch1,"[""{\n\t\""optimistic about technological progress\"": 62,\n\t\""institutionalist\"": 90\n}""]",,7.853908061981201,12219,384,462,,[],['resp_0d1a9363be76dbfe0069a81619db308195aa43699cbec6375f'],True
586c898f_batch1,"[""{\n\t\""institutionalist\"": 92,\n\t\""optimistic about technological progress\"": 78\n}""]",,6.027280807495117,12991,320,405,,[],['resp_06f0863420d8730f0069a8161ba9f48196a3bf081e9f260a77'],True
78d6e57e_batch1,"[""{\n  \""optimistic about technological progress\"": 72,\n  \""institutionalist\"": 90\n}""]",,5.3709187507629395,5670,384,415,,[],['resp_00196eab6af943500069a8161cb36c819a80ae520d7f5b941a'],True
2b67ec5b_batch1,"[""{\n\t\""institutionalist\"": 88,\n\t\""optimistic about technological progress\"": 60\n}""]",,7.08066201210022,7190,384,433,,[],['resp_02d49bbdcfa4cc610069a8161ea9ac819382e69122a0ed7ea5'],True
3948dca9_batch1,"[""{\n  \""optimistic about technological progress\"": 46,\n  \""institutionalist\"": 92\n}""]",,8.706661939620972,5979,320,384,,[],['resp_03e6a43324f8ebd90069a8161e142c8197a5903de98cb83255'],True
b9c1e515_batch1,"[""{\n\t\""optimistic about technological progress\"": 72,\n\t\""institutionalist\"": 92\n}""]",,7.1746721267700195,3077,448,491,,[],['resp_05a5eb55be71cadf0069a816208d988199987bcd44adbd24da'],True
d3af98cc_batch1,"[""{\n\t\""optimistic about technological progress\"": 78,\n\t\""institutionalist\"": 92\n}""]",,7.774799108505249,13378,384,470,,[],['resp_050c469ed5b85df70069a81621416c81949b5734acdea11c8d'],True
